id	filename	md5	size	state
b85960b1-2a8a-4047-ad24-0e9c2b7cdc97	3e17bf55-e982-4871-be0c-ebe499d62087.wxs.aliquot_ensemble_masked.maf.gz	ee993876d7247c8734fb24daa4e3d1c1	134348	released
43635a15-4389-403e-8f70-a5be1c09eaee	2e06788c-8d3e-4074-b9be-4aaccfbc2c63.wxs.aliquot_ensemble_masked.maf.gz	611b88d458891418e499d8ae2643db03	71198	released
f7c2d2a2-29d5-4a9b-bf67-5f7920c53312	fd1fca1c-0108-43b3-a792-7c1d986b0797.wxs.aliquot_ensemble_masked.maf.gz	2b3b211f4dd9acfd13083eb12ae804c7	15791	released
44cd4ddb-1e3a-49c0-a920-ea7bb4d40160	8e1b572e-8b4b-421b-843e-4576d7761e8f.wxs.aliquot_ensemble_masked.maf.gz	740c9b4a3dceff03d0f35b063ada7dde	93472	released
1489b99e-6d6e-40ea-82cd-489d7cdfbd31	2d797df2-56a0-445f-aeb2-161a525f3c08.wxs.aliquot_ensemble_masked.maf.gz	d96aac9a62e7f6c99c50baa1dd603c90	158281	released
6faa5b11-578f-429f-ac87-c37c02523c7b	506ba0be-1195-4fd5-8264-adc5dda7a89e.wxs.aliquot_ensemble_masked.maf.gz	a2294e09692f4f8aad33722c0a02ffdd	352735	released
0f00a45e-d0a9-4d73-b01c-121640abaf92	4d36986a-d74a-411c-8497-e256e0029478.wxs.aliquot_ensemble_masked.maf.gz	465e3cc1861d3e38db042dfd5f1b2a3b	24585	released
5b43b497-5908-4496-b72c-86366d39e927	c0790794-c1f9-4036-85c7-17fac6c6128c.wxs.aliquot_ensemble_masked.maf.gz	17d97f83635cc9c8157e95a83b636b14	26161	released
a7af987c-5c11-4dca-9003-ac80f2dcfcec	836aaa53-5506-4e3d-bede-6761cc7f0db0.wxs.aliquot_ensemble_masked.maf.gz	03a455f28629f599c2e9ff6cd620c614	11163	released
33d9abf1-0bbf-407a-ba3c-8a993252b470	84cacfc9-45da-4046-98f5-4e308b3583e3.wxs.aliquot_ensemble_masked.maf.gz	8562606afd439544bd898a14c023516f	125421	released
879fd0b4-8662-44eb-8161-3975e100eec3	0e86bcbe-c453-419c-9d45-05998a732f87.wxs.aliquot_ensemble_masked.maf.gz	84c1bb4dc370c53ff472921571bb2ffe	14335	released
910438e8-f975-4a79-b586-e436aaeb8c7c	39bef5d8-1dcd-49a1-95e4-a443d4d9102f.wxs.aliquot_ensemble_masked.maf.gz	6d077d886f06b60a67b30c8cf1700937	11308	released
3e215538-a27b-445b-aa7b-46dadb415bbd	9cc5f700-9468-4498-a94d-8013f5a34f06.wxs.aliquot_ensemble_masked.maf.gz	56f1e3ebb69b1204774f6c2884fb7ffe	56577	released
e4a48d47-1ae9-457a-9640-b0f682680944	e0b8f08b-bd1f-4a84-aa8b-77eba9c3fc96.wxs.aliquot_ensemble_masked.maf.gz	36705f998b34af69f6d75ab0334990c4	226351	released
acb6852e-dd48-4ca5-80f2-3d1a2c7d7ceb	TCGA.LUAD.varscan.acb6852e-dd48-4ca5-80f2-3d1a2c7d7ceb.DR-10.0.somatic.maf.gz	0724094a7b26ab11769b0bdfe8575570	42319939	released
6f5cde97-d259-414f-8122-6d0d66f49b74	TCGA.LUAD.muse.6f5cde97-d259-414f-8122-6d0d66f49b74.DR-10.0.somatic.maf.gz	939fa23e9d62f2524e5c5fd1dd38ef34	40994280	released
0458c57f-316c-4a7c-9294-ccd11c97c2f9	TCGA.LUAD.mutect.0458c57f-316c-4a7c-9294-ccd11c97c2f9.DR-10.0.somatic.maf.gz	fd7e2e6086332b2152626264ab6d6d5d	50299539	released
5ab10412-80bd-42ab-af0d-c3fe155a1450	5882813b-3e14-49f5-b216-ba0d85826c12.wxs.aliquot_ensemble_masked.maf.gz	f3785f08f65de17bec783fa1854446d9	29851	released
e0535f35-323b-42a2-8de2-69dfafb6eafc	e297d54a-8349-49d1-95a1-0e0fc211cc34.wxs.aliquot_ensemble_masked.maf.gz	dd4c351c298fa99a6be8b25acdc8f8ad	22693	released
67a681a1-45d9-4ef3-8dc7-088c7bf07ebc	60aa2731-c7a2-43d9-a619-e1c04bd82d82.wxs.aliquot_ensemble_masked.maf.gz	0b53f128a6bfbcd6dab43d7121a20c04	14675	released
3fa04c26-8b39-44ac-8510-fdb626881c93	TCGA.LUAD.somaticsniper.3fa04c26-8b39-44ac-8510-fdb626881c93.DR-10.0.somatic.maf.gz	e30ec9bb1cee3cf33a8e5dd486e2f65e	30076344	released
